"","B1PAGE_M2","B1PRSEX","B1PD1","B1PD2","B1PD14","B1PD15","B1SNEGFW","TROUBLE","B1SQ1"
"2585",55,"(2) Female","(2) No",NA,NA,NA,4,NA,7
"2586",37,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"2587",45,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",6
"2588",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2589",49,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",8
"2590",55,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2591",69,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2592",58,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"2593",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,4
"2594",48,"(2) Female","(2) No",NA,NA,NA,NA,"Never",5
"2595",41,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2596",70,"(2) Female","(1) Yes","(04) Daughter",52,95,NA,NA,9
"2597",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2598",58,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",10
"2599",72,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2600",55,"(1) Male","(1) Yes","(13) Other (specify)",52,5,4,NA,7
"2601",54,"(2) Female","(2) No",NA,NA,NA,12,"Never",4
"2602",56,"(2) Female","(1) Yes","(05) Father",52,7,NA,NA,8
"2603",72,"(1) Male","(2) No",NA,NA,NA,9,"Never",6
"2604",63,"(2) Female","(2) No",NA,NA,NA,10,"Never",6
"2605",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2606",54,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",9
"2607",55,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"2608",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2609",39,"(1) Male","(2) No",NA,NA,NA,13,"Once or a few times",7
"2610",56,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2611",54,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",8
"2612",40,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"2613",53,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"2614",56,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"2615",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,6
"2616",54,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"2617",41,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"2618",57,"(2) Female","(2) No",NA,NA,NA,9,NA,9
"2619",56,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2620",60,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"2621",73,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2622",54,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2623",77,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"2624",61,"(2) Female","(1) Yes","(13) Other (specify)",52,24,7,NA,7
"2625",52,"(1) Male","(1) Yes","(06) Mother",52,15,6,"Never",8
"2626",58,"(2) Female","(1) Yes","(04) Daughter",5,70,11,"Never",10
"2627",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2628",82,"(1) Male","(2) No",NA,NA,NA,NA,"Never",6
"2629",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"2630",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"2631",64,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"2632",51,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"2633",56,"(2) Female","(2) No",NA,NA,NA,10,"Never",8
"2634",51,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",6
"2635",52,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"2636",67,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",6
"2637",49,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"2638",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2639",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"2640",48,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2641",35,"(1) Male","(1) Yes","(06) Mother",2,7,12,NA,9
"2642",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2643",37,"(2) Female","(2) No",NA,NA,NA,14,"Once or a few times",7
"2644",74,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2645",44,"(1) Male","(2) No",NA,NA,NA,11,"Never",7
"2646",66,"(2) Female","(1) Yes","(04) Daughter",2,40,NA,NA,NA
"2647",46,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",6
"2648",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2649",63,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"2650",61,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2651",49,"(2) Female","(1) Yes","(03) Son",52,20,NA,"Most or all of the time",8
"2652",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"2653",51,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"2654",47,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"2655",69,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"2656",56,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2657",67,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",NA
"2658",47,"(2) Female","(2) No",NA,NA,NA,10,NA,5
"2659",35,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"2660",46,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"2661",70,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2662",81,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"2663",52,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",9
"2664",71,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",5
"2665",43,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",9
"2666",47,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"2667",72,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2668",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"2669",83,"(1) Male","(2) No",NA,NA,NA,4,NA,4
"2670",65,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"2671",63,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2672",68,"(2) Female","(1) Yes","(04) Daughter",15,0,NA,NA,5
"2673",54,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",5
"2674",36,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"2675",50,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"2676",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2677",41,"(2) Female","(1) Yes","(13) Other (specify)",6,NA,NA,"Never",2
"2678",51,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"2679",49,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2680",38,"(2) Female","(2) No",NA,NA,NA,9,"Most or all of the time",5
"2681",39,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",6
"2682",59,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2683",63,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"2684",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2685",53,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"2686",45,"(1) Male","(2) No",NA,NA,NA,11,NA,9
"2687",56,"(2) Female","(1) Yes","(06) Mother",52,30,NA,NA,7
"2688",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2689",78,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"2690",59,"(1) Male","(2) No",NA,NA,NA,10,NA,5
"2691",69,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2692",34,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",9
"2693",80,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2694",53,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"2695",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2696",36,"(2) Female","(2) No",NA,NA,NA,8,"Never",7
"2697",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2698",56,"(1) Male","(2) No",NA,NA,NA,10.666666666667,"Once or a few times",10
"2699",56,"(2) Female","(2) No",NA,NA,NA,8,NA,6
"2700",39,"(2) Female","(2) No",NA,NA,NA,10,"Never",7
"2701",74,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2702",52,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2703",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,3
"2704",57,"(2) Female","(1) Yes","(13) Other (specify)",NA,NA,NA,"Once or a few times",9
"2705",48,"(1) Male","(1) Yes","(06) Mother",52,96,NA,"Once or a few times",8
"2706",36,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"2707",69,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"2708",61,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"2709",37,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2710",56,"(2) Female","(2) No",NA,NA,NA,12,NA,7
"2711",45,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"2712",76,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2713",55,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",8
"2714",70,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2715",40,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"2716",59,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"2717",63,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"2718",76,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"2719",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"2720",40,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",5
"2721",64,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",7
"2722",54,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2723",44,"(1) Male","(1) Yes","(12) Mother-in-law",50,20,9,"Never",8
"2724",64,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"2725",52,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"2726",58,"(2) Female","(2) No",NA,NA,NA,4,"Never",8
"2727",41,"(1) Male","(2) No",NA,NA,NA,9,"Never",10
"2728",44,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"2729",46,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",9
"2730",81,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2731",64,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2732",59,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"2733",33,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2734",39,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"2735",44,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2736",63,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",8
"2737",68,"(2) Female","(2) No",NA,NA,NA,5,NA,8
"2738",68,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",8
"2739",38,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"2740",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2741",52,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",9
"2742",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"2743",40,"(2) Female","(1) Yes","(13) Other (specify)",9,20,11,NA,3
"2744",57,"(1) Male","(2) No",NA,NA,NA,7,"Never",10
"2745",65,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2746",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2747",63,"(1) Male","(1) Yes","(03) Son",52,5,4,"Never",10
"2748",36,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"2749",37,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"2750",74,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2751",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2752",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2753",41,"(2) Female","(1) Yes","(13) Other (specify)",12,5,12,"Once or a few times",7
"2754",66,"(2) Female","(2) No",NA,NA,NA,8,NA,6
"2755",46,"(2) Female","(1) Yes","(01) Husband",2,NA,6,"Once or a few times",8
"2756",45,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",10
"2757",44,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"2758",68,"(2) Female","(1) Yes","(03) Son",52,NA,NA,NA,7
"2759",53,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2760",43,"(2) Female","(2) No",NA,NA,NA,8,"Never",7
"2761",37,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"2762",37,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"2763",55,"(2) Female","(1) Yes","(01) Husband",3,3,8,"Once or a few times",8
"2764",69,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2765",46,"(2) Female","(2) No",NA,NA,NA,6,"Never",8
"2766",58,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2767",60,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2768",66,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"2769",44,"(1) Male","(2) No",NA,NA,NA,11,"Never",7
"2770",72,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"2771",43,"(1) Male","(1) Yes","(05) Father",52,5,10,"Never",8
"2772",56,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",9
"2773",39,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"2774",78,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"2775",54,"(1) Male","(2) No",NA,NA,NA,8,"Never",6
"2776",64,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"2777",44,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",6
"2778",58,"(2) Female","(1) Yes","(06) Mother",2,84,NA,NA,7
"2779",66,"(2) Female","(1) Yes","(01) Husband",52,70,NA,"Once or a few times",6
"2780",47,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2781",45,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",8
"2782",51,"(2) Female","(2) No",NA,NA,NA,NA,"Never",5
"2783",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2784",47,"(2) Female","(2) No",NA,NA,NA,10,"Never",8
"2785",45,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"2786",59,"(2) Female","(1) Yes","(06) Mother",15,42,6,"Never",7
"2787",62,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"2788",44,"(1) Male","(2) No",NA,NA,NA,6,NA,8
"2789",49,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",9
"2790",39,"(1) Male","(2) No",NA,NA,NA,15,"Once or a few times",8
"2791",41,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"2792",67,"(2) Female","(2) No",NA,NA,NA,NA,"Never",5
"2793",62,"(2) Female","(2) No",NA,NA,NA,10,"Never",6
"2794",80,"(2) Female","(1) Yes","(04) Daughter",12,28,6,NA,9
"2795",53,"(1) Male","(2) No",NA,NA,NA,8,"Never",6
"2796",67,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"2797",58,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",5
"2798",56,"(2) Female","(2) No",NA,NA,NA,10,"Never",7
"2799",56,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",6
"2800",48,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"2801",64,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2802",46,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2803",69,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2804",47,"(1) Male","(1) Yes","(06) Mother",24,2,11,"Never",7
"2805",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2806",56,"(2) Female","(2) No",NA,NA,NA,8,"Most or all of the time",9
"2807",40,"(1) Male","(2) No",NA,NA,NA,11,"Never",7
"2808",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2809",48,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2810",54,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"2811",71,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"2812",40,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"2813",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"2814",49,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2815",54,"(1) Male","(2) No",NA,NA,NA,5,"Never",8
"2816",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2817",76,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"2818",44,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2819",40,"(2) Female","(2) No",NA,NA,NA,5,"Never",9
"2820",65,"(2) Female","(1) Yes","(01) Husband",52,80,10,"Once or a few times",6
"2821",36,"(2) Female","(1) Yes","(13) Other (specify)",0,90,7,"Once or a few times",10
"2822",44,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"2823",46,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2824",66,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",9
"2825",39,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",8
"2826",78,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"2827",71,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"2828",61,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"2829",64,"(2) Female","(2) No",NA,NA,NA,11,"Never",6
"2830",43,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"2831",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2832",36,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"2833",71,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"2834",53,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"2835",37,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"2836",47,"(2) Female","(1) Yes","(12) Mother-in-law",4,2,NA,NA,NA
"2837",34,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",8
"2838",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"2839",43,"(1) Male","(2) No",NA,NA,NA,11,"Never",NA
"2840",54,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"2841",66,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2842",81,"(1) Male","(2) No",NA,NA,NA,NA,"Never",6
"2843",36,"(2) Female","(2) No",NA,NA,NA,11,"Never",9
"2844",76,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"2845",56,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"2846",54,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"2847",67,"(1) Male","(2) No",NA,NA,NA,8,"Never",5
"2848",67,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",6
"2849",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2850",44,"(1) Male","(1) Yes","(03) Son",4,5,11,"Most or all of the time",7
"2851",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2852",70,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"2853",47,"(1) Male","(2) No",NA,NA,NA,10,"Never",7
"2854",60,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"2855",59,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",7
"2856",50,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",9
"2857",41,"(2) Female","(2) No",NA,NA,NA,6.666666666667,"Once or a few times",8
"2858",55,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"2859",53,"(1) Male","(2) No",NA,NA,NA,9,NA,8
"2860",50,"(1) Male","(1) Yes","(13) Other (specify)",52,21,NA,NA,6
"2861",60,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",9
"2862",64,"(2) Female","(2) No",NA,NA,NA,8,NA,10
"2863",59,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"2864",41,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"2865",52,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",7
"2866",50,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",5
"2867",67,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"2868",45,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"2869",50,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2870",81,"(1) Male","(1) Yes","(03) Son",52,7,NA,"Never",8
"2871",57,"(1) Male","(1) Yes","(12) Mother-in-law",50,2,10,"Never",5
"2872",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"2873",61,"(1) Male","(2) No",NA,NA,NA,11,"Most or all of the time",7
"2874",79,"(2) Female","(2) No",NA,NA,NA,4,"Never",7
"2875",50,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"2876",49,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2877",59,"(1) Male","(2) No",NA,NA,NA,9,NA,7
"2878",59,"(2) Female","(1) Yes","(08) Sister",6,4,NA,NA,NA
"2879",61,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"2880",63,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",7
"2881",50,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"2882",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2883",59,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"2884",54,"(2) Female","(1) Yes","(12) Mother-in-law",12,2,NA,"Never",8
"2885",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2886",56,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2887",75,"(1) Male","(2) No",NA,NA,NA,7,NA,10
"2888",67,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"2889",56,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2890",49,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"2891",45,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"2892",46,"(1) Male","(2) No",NA,NA,NA,10,"Most or all of the time",8
"2893",38,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",5
"2894",50,"(2) Female","(2) No",NA,NA,NA,8,"Never",7
"2895",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2896",70,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"2897",74,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2898",51,"(1) Male","(2) No",NA,NA,NA,4,NA,3
"2899",75,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"2900",35,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",10
"2901",50,"(2) Female","(1) Yes","(05) Father",52,15,18,"Never",8
"2902",55,"(2) Female","(2) No",NA,NA,NA,6,NA,7
"2903",53,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"2904",65,"(2) Female","(2) No",NA,NA,NA,7,NA,9
"2905",60,"(2) Female","(2) No",NA,NA,NA,9,"Most or all of the time",7
"2906",35,"(2) Female","(2) No",NA,NA,NA,9,NA,6
"2907",44,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",8
"2908",55,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2909",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",4
"2910",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2911",49,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",7
"2912",61,"(1) Male","(2) No",NA,NA,NA,7,"Never",7
"2913",69,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2914",69,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"2915",49,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"2916",47,"(2) Female","(2) No",NA,NA,NA,12,NA,8
"2917",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2918",79,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"2919",54,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"2920",39,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"2921",49,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"2922",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2923",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"2924",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2925",46,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"2926",56,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2927",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2928",78,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2929",46,"(2) Female","(1) Yes","(06) Mother",52,3,NA,"Never",6
"2930",62,"(1) Male","(1) Yes","(02) Wife",52,NA,9,"Never",8
"2931",49,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"2932",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2933",77,"(2) Female","(2) No",NA,NA,NA,13,"Never",10
"2934",59,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"2935",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2936",66,"(1) Male","(2) No",NA,NA,NA,10,NA,3
"2937",47,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",9
"2938",77,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"2939",37,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",9
"2940",64,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2941",49,"(1) Male","(2) No",NA,NA,NA,9,NA,9
"2942",56,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2943",74,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"2944",38,"(2) Female","(2) No",NA,NA,NA,12,NA,3
"2945",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2946",53,"(2) Female","(2) No",NA,NA,NA,11,"Never",7
"2947",41,"(2) Female","(2) No",NA,NA,NA,7,"Most or all of the time",9
"2948",49,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"2949",41,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2950",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"2951",52,"(2) Female","(2) No",NA,NA,NA,12,NA,9
"2952",39,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",8
"2953",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2954",54,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"2955",44,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"2956",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"2957",65,"(2) Female","(2) No",NA,NA,NA,4,NA,9
"2958",46,"(2) Female","(1) Yes","(03) Son",52,14,10,"Never",8
"2959",40,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"2960",73,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"2961",60,"(1) Male","(2) No",NA,NA,NA,5,"Never",8
"2962",41,"(2) Female","(2) No",NA,NA,NA,9,"Never",6
