"","V201231x","V201507x","V201600","V201549x","V202468x","V202543","V202557","V202576","V201200","V202452"
"4120",4,45,1,2,10,5,1,-1,4,2
"4121",7,21,2,1,1,3,1,-1,6,3
"4122",4,27,1,1,1,5,2,-1,4,3
"4123",1,28,2,1,5,2,2,-1,1,1
"4124",7,37,2,2,1,5,1,-1,6,2
"4125",6,24,2,1,7,3,2,-1,4,1
"4126",4,72,2,1,10,-1,2,-1,4,3
"4127",5,60,2,1,22,5,2,-1,4,3
"4128",5,29,2,1,9,5,2,-1,4,3
"4129",3,70,1,1,4,4,2,-1,4,3
"4130",3,65,2,1,20,-1,2,-1,2,3
"4131",1,60,1,1,17,4,2,-1,2,1
"4132",2,64,1,1,22,5,2,-1,2,3
"4133",5,61,2,1,10,4,1,-1,4,3
"4134",3,62,1,1,17,-1,2,-1,99,3
"4135",1,70,1,1,4,4,1,-1,4,4
"4136",7,40,2,1,-9,-1,1,-1,99,5
"4137",2,36,2,2,15,5,1,-1,99,1
"4138",6,41,1,4,22,-6,-6,-6,5,-6
"4139",3,68,2,1,22,4,2,-1,3,2
"4140",5,56,2,1,2,4,1,-1,4,2
"4141",4,29,2,6,6,3,1,-1,4,1
"4142",6,58,1,1,21,5,1,-1,5,3
"4143",1,-9,2,2,20,5,2,-1,5,2
"4144",6,80,1,1,11,-7,-7,-7,7,-7
"4145",1,25,2,1,10,2,2,-1,1,1
"4146",1,72,2,2,1,-1,2,-1,2,2
"4147",7,47,1,1,9,4,1,-1,99,3
"4148",2,50,1,3,6,-6,-6,-6,3,-6
"4149",2,53,1,1,-9,-6,-6,-6,3,-6
"4150",7,50,2,1,16,4,1,-1,6,3
"4151",7,46,1,1,18,5,1,-1,99,5
"4152",6,60,1,1,17,5,2,-1,5,3
"4153",7,66,-9,1,4,4,1,-1,6,4
"4154",4,26,2,3,4,4,2,-1,4,1
"4155",6,71,2,1,21,5,2,-1,6,3
"4156",7,40,2,6,1,5,1,-1,7,1
"4157",7,75,1,1,17,4,1,-1,7,2
"4158",2,49,2,1,16,5,2,-1,4,3
"4159",5,57,1,1,2,-1,1,-1,99,4
"4160",3,36,1,1,17,-6,-6,-6,2,-6
"4161",4,29,2,3,13,-5,-5,-5,99,-5
"4162",1,57,1,1,19,-1,2,-1,1,2
"4163",7,57,2,1,21,5,1,-1,6,2
"4164",7,36,2,1,5,4,1,-1,99,3
"4165",7,74,2,1,13,4,1,-1,6,3
"4166",7,63,2,1,10,5,1,-1,7,1
"4167",6,42,2,1,10,5,1,-1,6,5
"4168",4,-9,2,4,22,5,2,-1,99,3
"4169",4,28,2,1,8,5,1,-1,99,3
"4170",3,69,2,1,18,4,2,-1,4,1
"4171",1,56,2,1,10,3,2,-1,3,3
"4172",1,23,2,2,9,4,1,-1,3,1
"4173",1,62,1,1,12,5,1,-1,99,3
"4174",7,58,1,1,22,4,2,-1,6,1
"4175",1,23,1,1,8,-6,-6,-6,2,-6
"4176",3,34,1,6,10,4,2,-1,2,2
"4177",7,62,1,1,17,-6,-6,-6,7,-6
"4178",1,28,1,4,8,-6,-6,-6,4,-6
"4179",6,54,2,1,19,5,2,-1,5,2
"4180",4,-9,1,1,1,5,-9,-1,99,3
"4181",1,20,1,2,1,-1,2,-1,99,1
"4182",5,76,1,1,6,-6,-6,-6,99,-6
"4183",1,54,2,1,4,5,2,-1,5,1
"4184",2,71,1,1,14,-1,2,-1,3,4
"4185",7,20,2,6,1,-1,1,-1,99,1
"4186",3,44,1,1,1,-1,2,-1,4,2
"4187",2,-9,2,2,10,5,1,-1,99,2
"4188",6,30,1,3,20,-1,2,-1,5,3
"4189",5,-9,-9,-9,-9,-1,-9,-1,6,-9
"4190",2,43,2,1,8,-6,-6,-6,6,-6
"4191",7,-9,1,1,14,5,1,-1,4,3
"4192",6,58,1,1,19,4,2,-1,5,2
"4193",1,75,1,1,1,5,2,-1,3,2
"4194",1,58,2,2,7,5,1,-1,99,3
"4195",7,71,1,1,12,5,1,-1,6,3
"4196",7,64,2,1,-9,5,1,-1,6,4
"4197",2,-9,1,2,-9,-1,1,-1,99,2
"4198",3,66,2,1,4,-1,2,-1,4,3
"4199",3,44,2,1,10,5,1,-1,4,1
"4200",3,-9,2,1,10,5,1,-1,3,2
"4201",1,75,2,1,3,4,2,-1,2,2
"4202",2,38,2,1,6,-6,-6,-6,4,-6
"4203",7,26,1,1,18,5,2,-1,5,3
"4204",7,69,1,1,4,-1,1,-1,6,2
"4205",4,51,2,1,19,-1,2,-1,99,3
"4206",3,53,1,1,-9,-6,-6,-6,1,-6
"4207",4,29,2,3,9,-1,2,-1,3,3
"4208",7,46,1,1,4,3,1,-1,6,5
"4209",4,30,1,3,6,-1,2,-1,4,5
"4210",3,33,1,1,19,5,1,-1,4,3
"4211",1,65,2,2,1,-1,2,-1,99,5
"4212",7,72,1,1,9,3,2,-1,6,4
"4213",1,31,1,1,15,5,2,-1,2,2
"4214",7,80,2,1,14,5,1,-1,6,4
"4215",5,39,2,3,20,5,1,-1,4,3
"4216",4,35,2,1,1,4,1,-1,4,1
"4217",6,26,1,1,6,5,2,-1,4,3
"4218",3,37,1,3,6,5,2,-1,99,1
"4219",7,80,2,1,1,5,1,-1,99,3
"4220",1,34,2,1,22,5,2,-1,2,2
"4221",1,66,1,1,10,-1,2,-1,4,1
"4222",4,36,-9,2,22,-1,-9,-1,99,-9
"4223",4,34,1,2,1,-6,-6,-6,2,-6
"4224",3,63,2,2,9,5,1,-1,5,1
"4225",1,29,2,3,8,-6,-6,-6,1,-6
"4226",7,60,2,1,20,5,1,-1,6,2
"4227",-9,-9,-9,5,-9,-6,-6,-6,4,-6
"4228",7,73,1,1,6,-1,2,-1,99,3
"4229",7,25,1,1,8,-6,-6,-6,6,-6
"4230",4,55,1,1,22,-1,2,-1,4,3
"4231",1,27,2,2,1,4,1,-1,6,3
"4232",2,22,1,4,20,4,2,-1,3,4
"4233",1,77,2,1,6,-1,1,-1,99,2
"4234",4,26,2,-9,1,5,1,-1,99,3
"4235",1,19,2,1,17,-6,-6,-6,2,-6
"4236",6,-9,-9,-9,-9,-6,-6,-6,99,-6
"4237",6,76,2,1,5,-7,-7,-7,6,-7
"4238",5,60,2,1,22,4,1,-1,6,3
"4239",7,64,1,1,6,-5,-5,-5,99,-5
"4240",4,19,2,3,1,5,1,-1,99,1
"4241",4,42,2,6,11,5,2,-1,4,2
"4242",6,80,2,1,12,5,2,-1,5,3
"4243",1,65,2,2,19,5,1,-1,99,5
"4244",2,57,1,1,5,-6,-6,-6,2,-6
"4245",5,-9,1,1,-9,-6,-6,-6,6,-6
"4246",1,80,1,1,7,4,2,-1,2,2
"4247",6,39,1,1,17,4,2,-1,5,4
"4248",7,76,1,1,11,5,2,-1,7,4
"4249",1,44,1,2,7,-5,-5,-5,4,2
"4250",4,29,2,3,1,3,2,-1,4,3
"4251",7,59,2,1,12,1,1,-1,6,1
"4252",3,37,1,1,10,5,2,-1,2,3
"4253",6,66,2,1,1,-1,1,-1,7,3
"4254",5,71,1,1,17,4,1,-1,6,3
"4255",2,35,1,1,17,-1,2,-1,3,2
"4256",6,47,2,1,15,5,1,-1,6,3
"4257",7,40,2,3,1,1,1,-1,6,2
"4258",7,80,1,1,3,4,1,-1,99,4
"4259",7,19,1,6,4,5,1,-1,7,4
"4260",4,19,1,3,4,5,2,-1,4,1
"4261",4,38,2,3,11,5,1,-1,4,3
"4262",5,73,2,1,22,-1,2,-1,5,3
"4263",1,41,2,1,22,4,2,-1,2,3
"4264",4,54,2,1,-9,-5,-5,-5,99,-5
"4265",1,69,2,1,14,-6,-6,-6,99,-6
"4266",2,22,1,1,3,5,2,-1,3,3
"4267",2,20,1,6,1,5,2,-1,4,2
"4268",1,48,2,1,19,-1,2,-1,1,1
"4269",3,72,2,1,14,4,2,-1,2,2
"4270",7,80,1,1,5,-1,2,-1,6,5
"4271",6,42,1,1,16,-1,2,-1,6,3
"4272",3,26,1,1,11,-1,2,-1,4,4
"4273",1,41,2,1,19,-6,-6,-6,1,-6
"4274",1,35,2,2,1,4,2,-1,5,2
"4275",6,53,2,1,1,5,1,-1,99,5
"4276",1,77,1,1,20,-1,2,-1,2,1
"4277",2,25,1,3,15,5,2,-1,3,2
"4278",7,66,2,1,-9,4,1,-1,6,2
"4279",1,63,2,1,7,-1,1,-1,99,5
"4280",7,40,2,1,1,5,2,-1,6,1
"4281",4,69,2,5,8,-1,2,-1,4,3
"4282",1,48,2,1,4,-1,1,-1,3,5
"4283",4,29,2,1,15,5,1,-1,4,5
"4284",2,37,2,1,20,5,1,-1,4,4
"4285",1,24,2,2,11,4,2,-1,2,2
"4286",4,28,1,2,2,-1,1,-1,99,3
"4287",1,-9,2,1,7,5,2,-1,3,2
"4288",1,37,1,1,17,4,2,-1,2,2
"4289",1,68,2,1,19,4,2,-1,2,3
"4290",4,70,1,1,10,4,1,-1,4,2
"4291",7,80,2,1,16,-1,1,-1,7,3
"4292",1,66,2,1,21,5,2,-1,2,3
"4293",1,46,2,1,14,4,2,-1,2,1
"4294",1,19,2,3,1,5,2,-1,99,2
"4295",1,-9,1,-9,-9,-1,1,-1,1,-9
"4296",4,60,1,3,9,4,1,-1,4,3
"4297",1,57,2,1,20,5,2,-1,3,3
"4298",1,58,2,1,12,4,2,-1,2,1
"4299",7,76,1,1,22,-1,1,-1,7,3
"4300",7,80,1,1,9,-1,1,-1,4,2
"4301",4,22,2,1,22,-6,-6,-6,99,-6
"4302",1,75,2,1,12,5,2,-1,2,2
"4303",7,58,1,1,1,-1,2,-1,4,4
"4304",1,51,2,1,12,4,1,-1,2,2
"4305",3,23,1,3,1,4,1,-1,5,5
"4306",3,47,2,1,11,5,1,-1,4,3
"4307",7,73,-9,6,1,-1,1,-1,5,3
"4308",1,48,1,1,17,5,2,-1,5,3
"4309",6,66,1,4,14,5,2,-1,6,4
"4310",5,47,2,1,8,5,2,-1,4,2
"4311",7,67,2,1,14,5,1,-1,6,2
"4312",1,62,1,2,18,5,1,-1,99,3
"4313",2,40,2,1,4,5,2,-1,3,2
"4314",6,41,2,1,-9,5,1,-1,5,2
"4315",7,74,2,1,4,4,1,-1,6,2
"4316",3,38,2,1,18,5,2,-1,3,2
"4317",1,65,1,1,21,3,2,-1,2,2
"4318",1,46,1,2,3,5,1,-1,99,2
"4319",7,35,2,1,20,-1,1,-1,6,3
"4320",7,71,2,1,14,4,1,-1,6,-9
"4321",2,51,2,2,18,5,1,-1,4,2
"4322",6,-9,2,1,20,5,2,-1,99,3
"4323",1,80,2,1,4,-7,-7,-7,2,-7
"4324",1,-9,2,1,13,5,2,-1,3,2
"4325",1,52,2,1,21,5,2,-1,99,2
"4326",4,62,2,2,-9,5,1,-1,99,4
"4327",2,39,2,1,21,5,2,-1,2,3
"4328",1,74,2,1,7,5,2,-1,3,2
"4329",1,19,1,1,10,-5,-5,-5,2,-5
"4330",3,70,2,1,4,-1,2,-1,3,2
"4331",5,28,1,6,19,5,1,-1,5,2
"4332",6,56,2,1,22,5,2,-1,5,3
"4333",1,62,1,1,20,2,2,-1,2,2
"4334",2,27,1,1,1,-1,2,-1,1,2
"4335",6,45,2,1,7,4,2,-1,5,1
"4336",7,24,1,1,10,5,2,-1,6,3
"4337",3,65,1,1,13,-1,1,-1,3,1
"4338",7,76,2,1,5,5,1,-1,5,5
"4339",1,19,1,2,3,5,1,-1,6,2
"4340",3,39,2,1,18,-1,1,-1,3,4
"4341",7,65,1,1,11,-6,-6,-6,7,-6
"4342",3,36,1,1,22,5,2,-1,2,2
"4343",5,45,2,1,12,4,1,-1,4,2
"4344",1,69,2,1,8,4,2,-1,2,2
"4345",6,21,1,1,1,5,2,-1,4,2
"4346",4,46,2,3,1,5,1,-1,99,3
"4347",6,44,2,1,22,5,1,-1,5,5
"4348",1,60,1,1,21,-1,1,-1,2,4
"4349",3,67,2,4,6,4,1,-1,3,2
"4350",4,77,1,1,17,-1,2,-1,5,3
"4351",6,57,2,1,17,5,1,-1,7,4
"4352",1,37,2,4,8,5,1,-1,4,4
"4353",7,71,1,1,21,-1,2,-1,6,3
"4354",1,28,2,1,5,4,2,-1,4,3
"4355",6,49,1,1,20,5,2,-1,5,4
"4356",3,57,2,1,5,5,2,-1,4,3
"4357",2,49,1,4,22,-1,1,-1,5,2
"4358",4,70,1,1,2,5,1,-1,4,3
"4359",1,32,2,3,6,-6,-6,-6,4,-6
"4360",5,77,1,3,9,4,1,-1,5,1
"4361",3,47,2,1,4,5,2,-1,4,2
"4362",1,80,1,1,11,4,2,-1,3,2
"4363",7,30,2,1,16,3,1,-1,6,2
"4364",2,33,1,-9,7,5,1,-1,99,5
"4365",4,61,1,1,8,4,2,-1,4,3
"4366",4,29,2,4,17,5,2,-1,4,4
"4367",3,65,1,1,1,5,2,-1,4,3
"4368",2,28,2,1,8,-1,2,-1,2,3
"4369",5,36,1,3,21,5,2,-1,5,5
"4370",2,71,1,1,1,5,2,-1,99,2
"4371",1,35,1,6,3,4,2,-1,4,3
"4372",2,50,2,1,21,5,2,-1,4,2
"4373",1,-9,2,1,14,4,2,-1,2,2
"4374",6,-9,2,1,-9,-1,-9,-1,4,3
"4375",7,68,2,1,7,4,1,-1,6,3
"4376",5,-9,2,1,11,4,1,-1,4,3
"4377",7,55,2,1,6,4,1,-1,7,2
"4378",3,26,-9,2,-9,-6,-6,-6,5,-6
"4379",7,60,2,1,1,5,1,-1,7,3
"4380",6,39,2,1,1,5,2,-1,99,4
"4381",1,51,2,2,10,3,1,-1,3,4
"4382",4,55,2,1,4,4,2,-1,4,2
"4383",2,58,1,1,-9,5,2,-1,4,4
"4384",4,70,1,1,4,-1,2,-1,5,2
"4385",2,27,2,1,8,5,2,-1,2,2
"4386",7,52,2,1,5,5,2,-1,4,5
"4387",6,28,1,3,15,-5,-5,-5,6,-5
"4388",7,40,1,1,17,4,1,-1,7,4
"4389",5,38,2,1,1,5,1,-1,99,3
"4390",3,46,1,1,22,-1,2,-1,3,3
"4391",1,33,2,1,12,4,2,-1,2,2
"4392",1,69,2,2,10,-1,2,-1,4,4
"4393",5,44,2,1,20,4,2,-1,5,2
"4394",5,53,1,5,8,4,1,-1,4,4
"4395",1,71,2,2,7,5,2,-1,99,3
"4396",1,67,2,2,20,4,2,-1,2,2
"4397",5,59,2,1,-9,5,-9,-1,5,4
"4398",1,67,2,1,20,-1,2,-1,1,2
"4399",3,26,1,1,21,-1,2,-1,3,2
"4400",6,43,2,1,19,5,2,-1,3,3
"4401",4,51,1,5,1,4,1,-1,99,3
"4402",1,35,2,3,4,4,2,-1,4,1
"4403",3,72,1,1,10,5,2,-1,3,3
"4404",7,66,1,1,20,-1,2,-1,7,5
"4405",1,50,2,2,2,5,1,-1,99,1
"4406",2,70,2,3,10,-6,-6,-6,99,-6
"4407",2,41,2,4,18,5,2,-1,4,2
"4408",5,36,1,1,11,-6,-6,-6,3,-6
"4409",4,25,2,5,1,-1,2,-1,4,2
"4410",6,46,2,1,17,5,2,-1,6,3
"4411",7,35,2,1,1,-6,-6,-6,7,-6
"4412",2,57,1,6,18,-6,-6,-6,2,-6
"4413",5,50,1,-9,18,5,2,-1,6,2
"4414",5,41,2,1,14,4,1,-1,99,2
"4415",4,45,2,4,12,-1,1,-1,99,2
"4416",7,69,1,1,17,-1,1,-1,6,5
"4417",6,21,1,1,5,-6,-6,-6,99,-6
"4418",6,80,1,1,-9,-1,2,-1,5,1
"4419",2,39,2,1,20,5,2,-1,4,3
"4420",5,-9,1,1,10,-1,2,-1,6,4
"4421",4,38,1,6,8,-1,1,-1,6,3
"4422",1,38,1,1,11,5,2,-1,3,3
"4423",1,41,1,6,8,-1,2,-1,2,3
"4424",5,26,2,3,6,-1,2,-1,99,4
"4425",2,40,2,2,4,5,1,-1,99,5
"4426",5,-9,1,1,12,-1,2,-1,5,2
"4427",7,51,1,1,18,5,2,-1,6,2
"4428",1,46,1,1,18,5,2,-1,2,3
"4429",1,64,1,1,10,5,2,-1,4,2
"4430",2,-9,2,-9,20,5,2,-1,4,3
"4431",6,35,1,3,9,5,1,-1,5,3
"4432",7,62,2,1,15,-6,-6,-6,99,-6
"4433",1,70,2,2,21,5,2,-1,4,2
"4434",2,50,1,1,20,4,2,-1,2,3
"4435",7,67,2,1,6,1,2,-1,6,3
"4436",-9,-9,-9,-9,-9,-6,-6,-6,-9,-6
"4437",1,73,1,1,19,5,2,-1,3,1
"4438",1,33,2,6,19,5,1,-1,2,4
"4439",3,31,2,2,3,-5,-5,-5,2,-5
"4440",1,20,1,4,21,5,2,-1,2,2
"4441",2,-9,-9,-9,-9,4,2,-1,99,3
"4442",7,55,2,1,9,4,1,-1,6,2
"4443",3,50,2,2,18,-6,-6,-6,5,-6
"4444",1,70,1,1,21,4,2,-1,2,4
"4445",7,39,2,1,22,5,1,-1,6,3
"4446",7,51,2,1,22,-1,1,-1,6,1
"4447",4,61,2,1,2,5,2,-1,99,5
"4448",3,23,2,1,7,4,1,-1,2,1
"4449",7,32,1,1,1,5,1,-1,5,3
"4450",5,69,1,1,15,5,2,-1,5,2
"4451",4,57,1,1,3,5,1,-1,99,3
"4452",7,44,1,1,-9,-6,-6,-6,6,-6
"4453",1,23,2,1,10,4,1,-1,2,1
"4454",6,51,1,1,9,4,1,-1,4,3
"4455",6,38,1,1,16,-1,1,-1,5,5
"4456",7,73,1,1,6,4,1,-1,6,3
"4457",1,69,1,1,13,5,2,-1,2,2
"4458",4,37,1,6,6,5,1,-1,4,4
"4459",4,46,1,1,-5,-5,-5,-5,99,3
"4460",7,73,2,1,15,-1,1,-1,6,2
"4461",7,-9,2,1,22,5,1,-1,6,1
"4462",4,73,2,1,14,-6,-6,-6,99,-6
"4463",4,65,2,1,8,4,2,-1,2,2
"4464",3,34,2,1,9,5,1,-1,4,1
"4465",2,28,2,1,2,-1,2,-1,2,2
"4466",5,27,2,1,16,4,1,-1,6,5
"4467",5,55,1,4,18,-7,-7,-7,99,-7
"4468",1,55,2,4,21,5,2,-1,2,2
"4469",3,65,2,1,6,4,2,-1,3,3
"4470",7,71,1,1,14,5,2,-1,6,5
"4471",1,54,2,2,1,5,1,-1,99,4
"4472",5,50,1,1,18,5,2,-1,6,3
"4473",7,74,1,1,22,4,1,-1,5,2
"4474",4,53,2,1,4,5,1,-1,99,4
"4475",1,29,1,1,21,-1,2,-1,3,3
"4476",1,72,1,1,20,-1,2,-1,3,2
"4477",7,-9,1,1,15,-1,1,-1,5,4
"4478",4,48,2,4,21,5,1,-1,99,2
"4479",4,69,2,3,10,5,2,-1,99,4
"4480",4,36,2,1,3,3,1,-1,4,5
"4481",6,-9,2,1,-9,4,2,-1,6,2
"4482",2,26,1,4,17,5,2,-1,3,4
"4483",3,23,2,5,13,-1,2,-1,1,2
"4484",7,60,1,1,6,3,1,-1,99,2
"4485",6,54,1,1,16,5,1,-1,4,5
"4486",2,27,1,1,12,5,2,-1,3,2
"4487",4,45,1,1,14,5,1,-1,4,3
"4488",1,69,1,1,17,5,2,-1,2,4
"4489",3,30,1,1,6,4,1,-1,4,2
"4490",1,80,2,1,13,5,2,-1,99,4
"4491",7,65,1,1,21,-1,2,-1,5,2
"4492",4,76,2,1,2,-1,1,-1,2,1
"4493",1,39,2,4,1,4,2,-1,2,2
"4494",7,60,2,1,20,5,1,-1,6,4
"4495",4,40,1,3,-5,5,1,-1,99,5
"4496",3,37,2,3,1,5,1,-1,2,5
"4497",3,42,2,1,17,5,1,-1,2,2
"4498",1,63,1,1,16,5,2,-1,2,2
"4499",7,54,2,1,1,5,1,-1,4,2
"4500",1,25,2,2,1,5,1,-1,99,1
"4501",2,29,2,2,16,-1,1,-1,99,3
"4502",3,25,1,1,20,5,2,-1,1,1
"4503",1,73,2,1,14,3,2,-1,2,1
"4504",4,22,2,3,5,4,1,-1,99,2
"4505",7,80,1,1,10,-1,1,-1,6,3
"4506",2,36,1,1,18,5,2,-1,2,2
"4507",1,39,2,1,22,4,2,-1,4,2
"4508",2,35,1,1,15,5,2,-1,2,2
"4509",1,25,1,1,19,5,2,-1,2,3
"4510",2,29,2,1,1,5,2,-1,3,1
"4511",7,48,2,1,1,4,1,-1,7,3
"4512",5,64,2,5,17,5,1,-1,4,3
"4513",6,80,1,1,18,-1,1,-1,6,3
"4514",7,80,2,1,5,-6,-6,-6,7,-6
"4515",1,65,2,1,15,4,2,-1,2,2
"4516",4,56,2,6,10,-1,1,-1,99,2
"4517",7,39,2,1,18,5,2,-1,6,4
"4518",1,58,2,3,-9,-6,-6,-6,5,-6
"4519",6,56,2,1,15,-1,1,-1,99,1
"4520",5,65,1,1,-9,-1,2,-1,5,2
"4521",1,80,2,1,22,4,2,-1,2,2
"4522",7,48,2,1,13,4,1,-1,7,2
"4523",4,65,2,1,2,5,2,-1,4,3
"4524",6,30,2,1,20,5,2,-1,6,2
"4525",2,80,2,1,17,-7,-7,-7,6,-7
"4526",6,39,1,6,22,5,2,-1,5,3
"4527",1,22,1,2,1,-1,1,-1,3,1
"4528",4,69,1,4,5,5,2,-1,99,4
"4529",4,46,1,1,11,4,1,-1,7,5
"4530",4,37,2,4,22,-5,-5,-5,4,2
"4531",5,-9,2,1,18,-5,-5,-5,6,1
"4532",1,31,1,1,15,5,2,-1,1,1
"4533",7,65,2,1,9,-1,1,-1,7,3
"4534",5,67,1,1,21,5,2,-1,6,2
"4535",1,80,1,1,8,4,2,-1,3,3
"4536",6,57,2,1,18,-5,-5,-5,5,2
"4537",1,56,1,1,19,4,2,-1,3,3
"4538",3,31,2,1,18,5,2,-1,99,3
"4539",5,44,1,1,22,5,2,-1,5,4
"4540",1,33,1,5,15,-1,1,-1,3,5
"4541",3,73,2,1,6,-6,-6,-6,4,-6
"4542",1,70,2,1,22,2,2,-1,1,1
"4543",7,39,2,1,13,-1,1,-1,6,5
"4544",2,62,2,3,11,4,2,-1,4,3
"4545",7,45,2,1,15,4,1,-1,6,3
"4546",3,18,1,1,17,-1,2,-1,4,4
"4547",2,22,2,1,2,4,2,-1,1,1
"4548",3,29,1,1,10,-6,-6,-6,3,-6
"4549",7,24,2,1,22,3,1,-1,6,5
"4550",4,56,-9,-9,-9,-6,-6,-6,4,-6
"4551",6,33,2,1,1,4,1,-1,4,2
"4552",1,55,2,1,-5,4,2,-1,2,2
"4553",7,34,1,1,9,4,1,-1,7,1
"4554",1,70,2,1,15,-1,2,-1,3,3
"4555",7,60,2,1,20,4,1,-1,5,2
"4556",5,35,1,1,20,-1,1,-1,4,2
"4557",1,41,1,2,4,4,1,-1,6,3
"4558",7,48,1,1,16,-1,2,-1,6,4
"4559",7,51,1,1,16,5,1,-1,6,4
"4560",6,53,2,1,2,5,2,-1,4,4
"4561",6,80,1,1,17,-1,1,-1,4,5
"4562",6,34,2,1,15,4,1,-1,5,4
"4563",6,65,1,5,9,5,2,-1,5,3
"4564",7,65,1,1,22,-7,-7,-7,7,-7
"4565",1,58,2,1,10,4,2,-1,2,1
"4566",5,75,2,1,11,5,1,-1,5,1
"4567",5,42,2,1,19,4,1,-1,6,3
"4568",6,34,1,1,19,5,1,-1,5,3
"4569",1,50,1,5,1,1,1,-1,99,1
"4570",3,40,1,1,22,-1,2,-1,3,3
"4571",4,71,1,1,10,5,2,-1,4,5
"4572",3,53,1,1,13,4,2,-1,2,2
"4573",7,62,1,1,8,-6,-6,-6,4,-6
"4574",2,43,1,6,19,-1,2,-1,99,3
"4575",1,64,2,2,8,5,2,-1,4,3
"4576",1,47,2,3,2,5,1,-1,2,5
"4577",7,58,1,1,18,4,1,-1,7,1
"4578",7,52,2,1,15,3,1,-1,7,2
"4579",7,61,2,1,5,5,1,-1,4,3
"4580",4,80,1,1,-9,5,2,-1,4,1
"4581",7,63,2,1,8,4,1,-1,6,3
"4582",1,64,2,1,4,-6,-6,-6,4,-6
"4583",5,38,2,1,8,-6,-6,-6,4,-6
"4584",7,57,2,1,1,-1,1,-1,4,1
"4585",7,71,1,1,22,-1,1,-1,7,3
"4586",2,32,2,1,15,5,2,-1,4,2
"4587",7,70,2,1,1,-1,1,-1,1,5
"4588",3,40,1,1,19,4,2,-1,5,2
"4589",6,66,1,1,22,5,2,-1,3,3
"4590",6,33,2,1,15,5,1,-1,6,3
"4591",4,33,1,3,-9,-6,-6,-6,99,-6
"4592",1,65,2,3,6,5,1,-1,4,1
"4593",7,58,2,1,22,-1,1,-1,99,1
"4594",3,40,1,1,20,4,2,-1,2,2
"4595",4,53,1,1,-9,-1,2,-1,6,5
"4596",1,70,2,1,20,-1,2,-1,1,2
"4597",6,35,2,1,15,5,2,-1,4,5
"4598",7,74,1,1,12,5,1,-1,7,2
"4599",7,49,1,1,7,4,1,-1,7,3
"4600",5,48,2,1,1,-6,-6,-6,99,-6
"4601",4,79,1,1,6,-1,1,-1,99,3
"4602",6,33,1,1,19,5,1,-1,6,2
"4603",7,60,2,1,13,-1,2,-1,6,3
"4604",6,67,1,1,11,4,1,-1,4,3
"4605",6,43,2,1,17,5,2,-1,6,1
"4606",7,-9,2,1,22,4,1,-1,6,2
"4607",1,75,2,2,10,-1,1,-1,99,2
"4608",5,80,2,1,7,-6,-6,-6,5,-6
"4609",6,60,2,1,12,4,2,-1,5,2
"4610",1,33,2,1,21,5,2,-1,3,3
"4611",5,59,2,1,15,5,2,-1,6,1
"4612",4,27,1,1,4,4,2,-1,4,4
"4613",7,67,1,3,22,-5,-5,-5,5,-5
"4614",7,35,2,1,8,-6,-6,-6,7,-6
"4615",3,50,1,1,19,-1,1,-1,6,4
"4616",7,74,2,1,17,5,1,-1,6,2
"4617",5,37,2,1,19,5,2,-1,6,3
"4618",5,41,2,2,20,-5,-5,-5,4,-5
"4619",2,76,1,1,1,5,2,-1,3,3
"4620",4,51,2,4,15,4,2,-1,4,1
"4621",7,35,1,1,2,-6,-6,-6,6,-6
"4622",1,76,1,1,19,4,1,-1,2,2
"4623",6,73,2,1,19,-1,1,-1,6,4
"4624",6,36,2,1,2,5,1,-1,99,3
"4625",7,58,2,1,9,4,1,-1,99,3
"4626",1,41,2,1,13,4,2,-1,1,1
"4627",3,23,2,1,9,5,2,-1,2,1
"4628",1,50,2,1,21,2,2,-1,1,2
"4629",7,70,2,1,17,-1,2,-1,7,5
"4630",1,61,1,2,4,4,1,-1,99,3
"4631",7,44,1,6,17,4,1,-1,6,5
"4632",2,24,2,1,6,4,2,-1,1,1
"4633",5,71,2,1,10,5,1,-1,6,3
"4634",2,45,1,1,18,-1,1,-1,4,5
"4635",4,-9,1,1,8,5,1,-1,4,3
"4636",4,-9,2,5,1,5,1,-1,4,5
"4637",2,73,2,1,18,4,1,-1,4,3
"4638",5,59,1,1,22,5,2,-1,5,2
"4639",1,21,2,1,16,4,2,-1,2,3
"4640",7,41,1,1,12,-1,1,-1,7,3
"4641",4,61,2,1,16,5,1,-1,5,2
"4642",7,18,1,1,22,3,1,-1,4,3
"4643",3,19,2,6,1,-6,-6,-6,1,-6
"4644",4,50,1,1,12,5,1,-1,4,2
"4645",6,40,1,3,13,4,1,-1,5,3
"4646",1,28,2,4,21,5,2,-1,2,3
"4647",1,-9,2,2,1,5,1,-1,4,3
"4648",7,34,2,1,1,5,1,-1,6,2
"4649",2,30,2,3,4,5,1,-1,4,5
"4650",7,64,2,1,-9,-6,-6,-6,6,-6
"4651",1,39,1,1,22,-1,2,-1,1,1
"4652",7,33,2,1,22,1,1,-1,7,3
"4653",5,-9,1,1,10,-6,-6,-6,4,-6
"4654",1,72,2,1,3,-1,1,-1,99,2
"4655",3,69,2,1,16,-1,2,-1,3,2
"4656",7,57,1,1,15,-1,1,-1,6,2
"4657",3,72,1,1,22,-1,2,-1,3,1
"4658",6,44,1,1,1,5,1,-1,4,2
"4659",7,57,2,1,8,4,2,-1,99,3
"4660",1,67,1,2,1,5,1,-1,99,2
